abn,charity_name,state,charity_size,conducted_activities,main_activity,staff_part_time_2017,staff_casual_2017,staff_full_time_2017,staff_volunteers,operates_in_vic,government_grants_2017,donations_and_bequests_2017,all_other_revenue_2017,total_revenue_2017,other_income_2017,total_gross_income_2017,employee_expenses_2017,interest_expenses_2017,grants_and_donations_made_for_use_in_australia_2017,grants_and_donations_made_for_use_outside_australia_2017,all_other_expenses_2017,total_expenses_2017,net_surplus_deficit_2017,ABN_Validation
91111111273,Salvation Army - Southern_ACNC GROUP,VIC,Large,y,Social Services,1543,979,2834,15000,y,195631000,44136000,0,391859000,28974000,420833000,222721000,0,0,0,171028000,393749000,27084000,Invalid ABN
